"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,        1447,       -5.15791843,      -3.363461023,      -2.753661973,      0.3222853972,        -7.0335859
          0,           0,        1448,      -5.156768985,      -3.359645902,      -2.756489016,      0.3234574648,      -7.031370755
          0,           0,        1449,      -5.157710318,      -3.360138352,      -2.756779415,      0.3224967239,      -7.029108012
          0,           0,        1450,      -5.161688194,      -3.369996292,      -2.760507653,      0.3184565385,      -7.026776616
          0,           0,        1451,      -5.159265075,      -3.371724943,      -2.754453133,      0.3208868322,      -7.024403725
          0,           0,        1452,      -5.159711489,       -3.36478128,      -2.758330793,      0.3204595127,      -7.021981585
          0,           0,        1453,      -5.161171392,      -3.361626269,      -2.756462691,      0.3189933633,      -7.019518258
          0,           0,        1454,      -5.159200959,      -3.362416543,      -2.758139554,      0.3209757723,      -7.017005188
          0,           0,        1455,      -5.160094556,      -3.357371454,      -2.756106266,      0.3201086701,      -7.014451877
          0,           0,        1456,      -5.160987248,      -3.362156956,      -2.755494488,      0.3191709153,      -7.011846597
          0,           0,        1457,      -5.161928686,      -3.364999186,      -2.755809089,      0.3182057926,      -7.009217579
          0,           0,        1458,       -5.16061639,      -3.363729086,       -2.75859026,      0.3195201384,      -7.006552948
          0,           0,        1459,      -5.160013004,      -3.362340555,       -2.75458292,      0.3201496258,      -7.003855399
          0,           0,        1460,      -5.161421762,      -3.366271743,      -2.755943582,      0.3187230175,      -7.001118428
          0,           0,        1461,      -5.161152566,      -3.363079048,      -2.756763559,      0.3190037905,      -6.998363172
          0,           0,        1462,      -5.160077113,      -3.361182582,        -2.7585634,      0.3200784508,      -6.995582298
          0,           0,        1463,      -5.159103702,      -3.364784076,      -2.753898894,      0.3210503742,      -6.992784059
          0,           0,        1464,      -5.163044676,      -3.363812422,      -2.757915441,      0.3171167312,      -6.989947844
          0,           0,        1465,      -5.161546089,      -3.364987333,      -2.754366716,      0.3186211355,      -6.987101426
          0,           0,        1466,      -5.164185274,      -3.362229049,      -2.757985994,      0.3159632734,      -6.984237007
          0,           0,        1467,      -5.162940667,      -3.357861115,      -2.756516845,      0.3172297503,      -6.981367784
          0,           0,        1468,      -5.164651549,      -3.355600771,      -2.753190298,      0.3154919238,      -6.978479284
          0,           0,        1469,      -5.168849764,      -3.363560313,      -2.754466028,      0.3112896006,      -6.975587195
          0,           0,        1470,      -5.170703285,      -3.362920094,      -2.761100953,      0.3094774759,      -6.972687094
          0,           0,        1471,      -5.163703822,      -3.353684637,      -2.751365615,      0.3165002487,      -6.969799547
          0,           0,        1472,      -5.166078218,      -3.348135261,      -2.755931495,      0.3141189824,      -6.966900602
          0,           0,        1473,      -5.167517189,      -3.347547615,      -2.756199211,      0.3127159901,      -6.964008537
          0,           0,        1474,      -5.171347708,      -3.350456735,      -2.754946684,      0.3088174257,       -6.96110403
          0,           0,        1475,      -5.174802292,      -3.348700283,      -2.752329567,      0.3053955266,      -6.958214836
          0,           0,        1476,      -5.169859232,      -3.349558293,      -2.756030536,      0.3103339509,      -6.955338308
          0,           0,        1477,      -5.167701118,      -3.339987475,      -2.756393003,      0.3125200418,      -6.952484095
          0,           0,        1478,      -5.168341045,      -3.339443779,      -2.755918255,      0.3118819881,      -6.949640197
          0,           0,        1479,      -5.170534678,         -3.343387,      -2.756241893,      0.3096792647,      -6.946811383
          0,           0,        1480,      -5.171215864,      -3.351964924,      -2.756223278,       0.308945041,      -6.943989498
          0,           0,        1481,      -5.170390217,      -3.356846913,      -2.754995998,      0.3097518632,      -6.941193224
          0,           0,        1482,      -5.171257387,      -3.353987976,      -2.755337892,      0.3089001562,      -6.938413088
          0,           0,        1483,      -5.169767728,      -3.356254487,      -2.752535544,      0.3104102726,      -6.935656266
          0,           0,        1484,      -5.176814794,      -3.356324809,      -2.756740816,      0.3033256613,      -6.932913581
          0,           0,        1485,      -5.176671882,      -3.354507985,      -2.752828694,      0.3034980333,      -6.930199283
          0,           0,        1486,       -5.17416367,      -3.348783854,      -2.758356223,      0.3060491605,      -6.927517785
          0,           0,        1487,      -5.171934144,      -3.337886529,      -2.748927174,      0.3082897145,      -6.924865531
          0,           0,        1488,      -5.173471445,      -3.331755505,      -2.758437846,      0.3067842544,       -6.92223319
          0,           0,        1489,      -5.175167636,      -3.335675415,      -2.749848149,      0.3050915356,      -6.919635716
          0,           0,        1490,      -5.178044186,      -3.344975195,      -2.752845796,      0.3021519146,      -6.917063767
          0,           0,        1491,      -5.179710913,      -3.342679943,      -2.754486316,      0.3004973794,      -6.914527962
          0,           0,        1492,      -5.180060236,      -3.341372832,       -2.75350016,      0.3001461776,      -6.912024357
          0,           0,        1493,       -5.17205204,      -3.336151416,      -2.752922717,      0.3081948446,      -6.909559601
          0,           0,        1494,      -5.167613956,      -3.328195229,      -2.757300099,      0.3126574459,      -6.907123813
          0,           0,        1495,      -5.177191942,      -3.323250708,       -2.75113868,      0.3031172295,      -6.904725686
          0,           0,        1496,      -5.174281264,      -3.329911109,      -2.751052624,      0.3060105667,      -6.902360428
          0,           0,        1497,      -5.178434032,      -3.340497838,      -2.755884252,      0.3017400371,       -6.90003011
          0,           0,        1498,      -5.178611523,      -3.343068586,      -2.752462645,       0.301611869,      -6.897732811
          0,           0,        1499,      -5.174585798,      -3.337464026,      -2.749581919,      0.3056364684,      -6.895480631
          0,           0,        1500,      -5.180934759,      -3.342613535,      -2.755919627,      0.2992718699,      -6.893259212
          0,           0,        1501,      -5.173786197,      -3.335031742,      -2.751849142,      0.3064915092,      -6.891081788
          0,           0,        1502,      -5.175117128,      -3.335194789,      -2.751866462,      0.3051004838,      -6.888940504
          0,           0,        1503,      -5.176421201,      -3.338779457,      -2.752223058,       0.303807862,      -6.886836123
          0,           0,        1504,      -5.175964836,      -3.342015928,      -2.753209594,      0.3042060558,      -6.884765873
          0,           0,        1505,      -5.175200887,      -3.336763492,      -2.749979122,      0.3050289954,      -6.882735444
          0,           0,        1506,      -5.182209128,      -3.335536041,      -2.757973468,      0.2980436151,       -6.88073876
          0,           0,        1507,      -5.180136282,      -3.343006871,      -2.749116499,      0.3000500209,      -6.878788729
